feature_name,timestamp,value
as_path_change_count,2005-05-23 21:00:00,36
as_path_change_count,2005-05-23 21:01:00,43
as_path_change_count,2005-05-23 21:02:00,74
as_path_change_count,2005-05-23 21:03:00,79
as_path_change_count,2005-05-23 21:04:00,155
as_path_change_count,2005-05-23 21:05:00,48
as_path_change_count,2005-05-23 21:06:00,36
as_path_change_count,2005-05-23 21:07:00,50
as_path_change_count,2005-05-23 21:08:00,47
as_path_change_count,2005-05-23 21:09:00,44
as_path_change_count,2005-05-23 21:10:00,50
as_path_change_count,2005-05-23 21:11:00,30
as_path_change_count,2005-05-23 21:12:00,57
as_path_change_count,2005-05-23 21:13:00,38
as_path_change_count,2005-05-23 21:14:00,42
as_path_change_count,2005-05-23 21:15:00,40
as_path_change_count,2005-05-23 21:16:00,33
as_path_change_count,2005-05-23 21:17:00,46
as_path_change_count,2005-05-23 21:18:00,101
as_path_change_count,2005-05-23 21:19:00,33
as_path_change_count,2005-05-23 21:20:00,38
as_path_change_count,2005-05-23 21:21:00,79
as_path_change_count,2005-05-23 21:22:00,121
as_path_change_count,2005-05-23 21:23:00,81
as_path_change_count,2005-05-23 21:24:00,39
as_path_change_count,2005-05-23 21:25:00,76
as_path_change_count,2005-05-23 21:26:00,65
as_path_change_count,2005-05-23 21:27:00,234
as_path_change_count,2005-05-23 21:28:00,52
as_path_change_count,2005-05-23 21:29:00,67
as_path_change_count,2005-05-23 21:30:00,75
as_path_change_count,2005-05-23 21:31:00,26
as_path_change_count,2005-05-23 21:32:00,145
as_path_change_count,2005-05-23 21:33:00,68
as_path_change_count,2005-05-23 21:34:00,63
as_path_change_count,2005-05-23 21:35:00,51
as_path_change_count,2005-05-23 21:36:00,47
as_path_change_count,2005-05-23 21:37:00,48
as_path_change_count,2005-05-23 21:38:00,33
as_path_change_count,2005-05-23 21:39:00,23
as_path_change_count,2005-05-23 21:40:00,33
as_path_change_count,2005-05-23 21:41:00,48
as_path_change_count,2005-05-23 21:42:00,80
as_path_change_count,2005-05-23 21:43:00,42
as_path_change_count,2005-05-23 21:44:00,66
as_path_change_count,2005-05-23 21:45:00,65
as_path_change_count,2005-05-23 21:46:00,31
as_path_change_count,2005-05-23 21:47:00,33
as_path_change_count,2005-05-23 21:48:00,43
as_path_change_count,2005-05-23 21:49:00,24
as_path_change_count,2005-05-23 21:50:00,26
as_path_change_count,2005-05-23 21:51:00,32
as_path_change_count,2005-05-23 21:52:00,24
as_path_change_count,2005-05-23 21:53:00,29
as_path_change_count,2005-05-23 21:54:00,30
as_path_change_count,2005-05-23 21:55:00,25
as_path_change_count,2005-05-23 21:56:00,39
as_path_change_count,2005-05-23 21:57:00,25
as_path_change_count,2005-05-23 21:58:00,24
as_path_change_count,2005-05-23 21:59:00,37
as_path_change_count,2005-05-23 22:00:00,35
as_path_change_count,2005-05-23 22:01:00,24
as_path_change_count,2005-05-23 22:02:00,28
as_path_change_count,2005-05-23 22:03:00,21
as_path_change_count,2005-05-23 22:04:00,22
as_path_change_count,2005-05-23 22:05:00,38
as_path_change_count,2005-05-23 22:06:00,55
as_path_change_count,2005-05-23 22:07:00,24
as_path_change_count,2005-05-23 22:08:00,36
as_path_change_count,2005-05-23 22:09:00,54
as_path_change_count,2005-05-23 22:10:00,50
as_path_change_count,2005-05-23 22:11:00,33
as_path_change_count,2005-05-23 22:12:00,36
as_path_change_count,2005-05-23 22:13:00,58
as_path_change_count,2005-05-23 22:14:00,62
as_path_change_count,2005-05-23 22:15:00,37
as_path_change_count,2005-05-23 22:16:00,22
as_path_change_count,2005-05-23 22:17:00,38
as_path_change_count,2005-05-23 22:18:00,39
as_path_change_count,2005-05-23 22:19:00,38
as_path_change_count,2005-05-23 22:20:00,18
as_path_change_count,2005-05-23 22:21:00,26
as_path_change_count,2005-05-23 22:22:00,27
as_path_change_count,2005-05-23 22:23:00,22
as_path_change_count,2005-05-23 22:24:00,46
as_path_change_count,2005-05-23 22:25:00,113
as_path_change_count,2005-05-23 22:26:00,126
as_path_change_count,2005-05-23 22:27:00,102
as_path_change_count,2005-05-23 22:28:00,111
as_path_change_count,2005-05-23 22:29:00,99
as_path_change_count,2005-05-23 22:30:00,43
