f0_feature,timestamp,f0_value,f1_feature,f1_value,f2_feature,f2_value
update_count,2005-05-24 14:29:00,765,announcement_count,704,withdrawal_count,13
update_count,2005-05-24 14:30:00,1066,announcement_count,994,withdrawal_count,38
update_count,2005-05-24 14:31:00,557,announcement_count,466,withdrawal_count,47
update_count,2005-05-24 14:32:00,659,announcement_count,592,withdrawal_count,38
update_count,2005-05-24 14:33:00,885,announcement_count,788,withdrawal_count,42
update_count,2005-05-24 14:34:00,526,announcement_count,474,withdrawal_count,32
update_count,2005-05-24 14:35:00,563,announcement_count,469,withdrawal_count,37
update_count,2005-05-24 14:36:00,809,announcement_count,761,withdrawal_count,22
update_count,2005-05-24 14:37:00,2124,announcement_count,2007,withdrawal_count,71
update_count,2005-05-24 14:38:00,1187,announcement_count,977,withdrawal_count,180
update_count,2005-05-24 14:39:00,870,announcement_count,745,withdrawal_count,77
update_count,2005-05-24 14:40:00,713,announcement_count,677,withdrawal_count,12
update_count,2005-05-24 14:41:00,774,announcement_count,671,withdrawal_count,51
update_count,2005-05-24 14:42:00,523,announcement_count,471,withdrawal_count,24
update_count,2005-05-24 14:43:00,868,announcement_count,770,withdrawal_count,52
update_count,2005-05-24 14:44:00,541,announcement_count,486,withdrawal_count,24
update_count,2005-05-24 14:45:00,558,announcement_count,490,withdrawal_count,18
update_count,2005-05-24 14:46:00,674,announcement_count,556,withdrawal_count,92
update_count,2005-05-24 14:47:00,1565,announcement_count,1418,withdrawal_count,97
update_count,2005-05-24 14:48:00,1513,announcement_count,1392,withdrawal_count,95
update_count,2005-05-24 14:49:00,736,announcement_count,621,withdrawal_count,78
update_count,2005-05-24 14:50:00,594,announcement_count,486,withdrawal_count,68
update_count,2005-05-24 14:51:00,653,announcement_count,570,withdrawal_count,53
update_count,2005-05-24 14:52:00,661,announcement_count,511,withdrawal_count,104
update_count,2005-05-24 14:53:00,557,announcement_count,486,withdrawal_count,36
update_count,2005-05-24 14:54:00,600,announcement_count,512,withdrawal_count,46
update_count,2005-05-24 14:55:00,744,announcement_count,648,withdrawal_count,70
update_count,2005-05-24 14:56:00,605,announcement_count,533,withdrawal_count,22
update_count,2005-05-24 14:57:00,534,announcement_count,455,withdrawal_count,47
update_count,2005-05-24 14:58:00,500,announcement_count,427,withdrawal_count,29
update_count,2005-05-24 14:59:00,704,announcement_count,652,withdrawal_count,19
update_count,2005-05-24 15:00:00,506,announcement_count,437,withdrawal_count,25
update_count,2005-05-24 15:01:00,669,announcement_count,586,withdrawal_count,51
update_count,2005-05-24 15:02:00,704,announcement_count,606,withdrawal_count,54
update_count,2005-05-24 15:03:00,876,announcement_count,812,withdrawal_count,33
update_count,2005-05-24 15:04:00,513,announcement_count,451,withdrawal_count,12
update_count,2005-05-24 15:05:00,458,announcement_count,400,withdrawal_count,28
update_count,2005-05-24 15:06:00,735,announcement_count,684,withdrawal_count,4
update_count,2005-05-24 15:07:00,446,announcement_count,388,withdrawal_count,28
update_count,2005-05-24 15:08:00,455,announcement_count,394,withdrawal_count,15
update_count,2005-05-24 15:09:00,562,announcement_count,498,withdrawal_count,34
update_count,2005-05-24 15:10:00,621,announcement_count,545,withdrawal_count,25
update_count,2005-05-24 15:11:00,526,announcement_count,473,withdrawal_count,25
update_count,2005-05-24 15:12:00,440,announcement_count,373,withdrawal_count,23
update_count,2005-05-24 15:13:00,526,announcement_count,451,withdrawal_count,39
update_count,2005-05-24 15:14:00,847,announcement_count,785,withdrawal_count,24
update_count,2005-05-24 15:15:00,1491,announcement_count,1293,withdrawal_count,168
update_count,2005-05-24 15:16:00,1128,announcement_count,775,withdrawal_count,309
update_count,2005-05-24 15:17:00,577,announcement_count,483,withdrawal_count,62
update_count,2005-05-24 15:18:00,483,announcement_count,423,withdrawal_count,18
update_count,2005-05-24 15:19:00,923,announcement_count,813,withdrawal_count,78
update_count,2005-05-24 15:20:00,873,announcement_count,801,withdrawal_count,28
update_count,2005-05-24 15:21:00,435,announcement_count,379,withdrawal_count,24
update_count,2005-05-24 15:22:00,547,announcement_count,473,withdrawal_count,30
update_count,2005-05-24 15:23:00,1257,announcement_count,819,withdrawal_count,412
update_count,2005-05-24 15:24:00,1265,announcement_count,1170,withdrawal_count,43
update_count,2005-05-24 15:25:00,579,announcement_count,499,withdrawal_count,52
update_count,2005-05-24 15:26:00,586,announcement_count,510,withdrawal_count,30
update_count,2005-05-24 15:27:00,558,announcement_count,476,withdrawal_count,50
update_count,2005-05-24 15:28:00,530,announcement_count,467,withdrawal_count,20
update_count,2005-05-24 15:29:00,943,announcement_count,876,withdrawal_count,35
update_count,2005-05-24 15:30:00,546,announcement_count,467,withdrawal_count,39
update_count,2005-05-24 15:31:00,547,announcement_count,452,withdrawal_count,60
update_count,2005-05-24 15:32:00,595,announcement_count,502,withdrawal_count,61
update_count,2005-05-24 15:33:00,571,announcement_count,476,withdrawal_count,47
update_count,2005-05-24 15:34:00,203,announcement_count,130,withdrawal_count,45
update_count,2005-05-24 15:35:00,623,announcement_count,523,withdrawal_count,51
update_count,2005-05-24 15:36:00,640,announcement_count,599,withdrawal_count,15
update_count,2005-05-24 15:37:00,610,announcement_count,544,withdrawal_count,16
update_count,2005-05-24 15:38:00,1174,announcement_count,1107,withdrawal_count,40
update_count,2005-05-24 15:39:00,1908,announcement_count,1725,withdrawal_count,135
update_count,2005-05-24 15:40:00,1481,announcement_count,1281,withdrawal_count,172
update_count,2005-05-24 15:41:00,834,announcement_count,717,withdrawal_count,69
update_count,2005-05-24 15:42:00,862,announcement_count,793,withdrawal_count,41
update_count,2005-05-24 15:43:00,549,announcement_count,489,withdrawal_count,14
update_count,2005-05-24 15:44:00,609,announcement_count,538,withdrawal_count,45
update_count,2005-05-24 15:45:00,569,announcement_count,489,withdrawal_count,30
update_count,2005-05-24 15:46:00,538,announcement_count,432,withdrawal_count,80
update_count,2005-05-24 15:47:00,1202,announcement_count,1131,withdrawal_count,21
update_count,2005-05-24 15:48:00,749,announcement_count,695,withdrawal_count,30
update_count,2005-05-24 15:49:00,2221,announcement_count,2126,withdrawal_count,43
update_count,2005-05-24 15:50:00,1630,announcement_count,1564,withdrawal_count,40
update_count,2005-05-24 15:51:00,516,announcement_count,413,withdrawal_count,50
update_count,2005-05-24 15:52:00,550,announcement_count,439,withdrawal_count,85
update_count,2005-05-24 15:53:00,800,announcement_count,702,withdrawal_count,48
update_count,2005-05-24 15:54:00,470,announcement_count,428,withdrawal_count,18
update_count,2005-05-24 15:55:00,684,announcement_count,604,withdrawal_count,27
update_count,2005-05-24 15:56:00,999,announcement_count,858,withdrawal_count,113
update_count,2005-05-24 15:57:00,634,announcement_count,503,withdrawal_count,83
update_count,2005-05-24 15:58:00,608,announcement_count,546,withdrawal_count,34
update_count,2005-05-24 15:59:00,734,announcement_count,648,withdrawal_count,36
update_count,2005-05-24 16:00:00,496,announcement_count,457,withdrawal_count,13
update_count,2005-05-24 16:01:00,770,announcement_count,672,withdrawal_count,48
update_count,2005-05-24 16:02:00,588,announcement_count,533,withdrawal_count,31
update_count,2005-05-24 16:03:00,611,announcement_count,521,withdrawal_count,39
update_count,2005-05-24 16:04:00,467,announcement_count,413,withdrawal_count,28
update_count,2005-05-24 16:05:00,486,announcement_count,424,withdrawal_count,14
update_count,2005-05-24 16:06:00,737,announcement_count,684,withdrawal_count,18
update_count,2005-05-24 16:07:00,555,announcement_count,490,withdrawal_count,19
update_count,2005-05-24 16:08:00,600,announcement_count,538,withdrawal_count,37
update_count,2005-05-24 16:09:00,602,announcement_count,513,withdrawal_count,37
update_count,2005-05-24 16:10:00,1995,announcement_count,1956,withdrawal_count,13
update_count,2005-05-24 16:11:00,1641,announcement_count,1587,withdrawal_count,19
update_count,2005-05-24 16:12:00,491,announcement_count,415,withdrawal_count,33
update_count,2005-05-24 16:13:00,469,announcement_count,432,withdrawal_count,7
update_count,2005-05-24 16:14:00,502,announcement_count,418,withdrawal_count,36
update_count,2005-05-24 16:15:00,472,announcement_count,420,withdrawal_count,26
update_count,2005-05-24 16:16:00,509,announcement_count,421,withdrawal_count,44
update_count,2005-05-24 16:17:00,859,announcement_count,799,withdrawal_count,30
update_count,2005-05-24 16:18:00,1541,announcement_count,1473,withdrawal_count,22
update_count,2005-05-24 16:19:00,1578,announcement_count,1498,withdrawal_count,48
update_count,2005-05-24 16:20:00,560,announcement_count,490,withdrawal_count,28
update_count,2005-05-24 16:21:00,551,announcement_count,490,withdrawal_count,27
update_count,2005-05-24 16:22:00,500,announcement_count,427,withdrawal_count,29
update_count,2005-05-24 16:23:00,489,announcement_count,427,withdrawal_count,36
update_count,2005-05-24 16:24:00,646,announcement_count,566,withdrawal_count,28
update_count,2005-05-24 16:25:00,589,announcement_count,516,withdrawal_count,44
update_count,2005-05-24 16:26:00,549,announcement_count,460,withdrawal_count,43
update_count,2005-05-24 16:27:00,795,announcement_count,715,withdrawal_count,52
update_count,2005-05-24 16:28:00,529,announcement_count,470,withdrawal_count,17
update_count,2005-05-24 16:29:00,593,announcement_count,526,withdrawal_count,31
update_count,2005-05-24 16:30:00,854,announcement_count,778,withdrawal_count,34
update_count,2005-05-24 16:31:00,470,announcement_count,429,withdrawal_count,11
update_count,2005-05-24 16:32:00,925,announcement_count,837,withdrawal_count,42
update_count,2005-05-24 16:33:00,549,announcement_count,488,withdrawal_count,29
update_count,2005-05-24 16:34:00,913,announcement_count,836,withdrawal_count,31
update_count,2005-05-24 16:35:00,678,announcement_count,580,withdrawal_count,68
update_count,2005-05-24 16:36:00,1009,announcement_count,910,withdrawal_count,55
update_count,2005-05-24 16:37:00,429,announcement_count,382,withdrawal_count,15
update_count,2005-05-24 16:38:00,530,announcement_count,435,withdrawal_count,51
update_count,2005-05-24 16:39:00,506,announcement_count,445,withdrawal_count,29
update_count,2005-05-24 16:40:00,474,announcement_count,420,withdrawal_count,10
update_count,2005-05-24 16:41:00,524,announcement_count,474,withdrawal_count,18
update_count,2005-05-24 16:42:00,471,announcement_count,394,withdrawal_count,31
update_count,2005-05-24 16:43:00,575,announcement_count,519,withdrawal_count,26
update_count,2005-05-24 16:44:00,606,announcement_count,516,withdrawal_count,44
update_count,2005-05-24 16:45:00,562,announcement_count,492,withdrawal_count,40
update_count,2005-05-24 16:46:00,549,announcement_count,458,withdrawal_count,45
update_count,2005-05-24 16:47:00,650,announcement_count,589,withdrawal_count,31
update_count,2005-05-24 16:48:00,713,announcement_count,605,withdrawal_count,66
update_count,2005-05-24 16:49:00,795,announcement_count,714,withdrawal_count,46
update_count,2005-05-24 16:50:00,534,announcement_count,461,withdrawal_count,27
update_count,2005-05-24 16:51:00,460,announcement_count,409,withdrawal_count,21
update_count,2005-05-24 16:52:00,443,announcement_count,397,withdrawal_count,7
update_count,2005-05-24 16:53:00,854,announcement_count,740,withdrawal_count,75
update_count,2005-05-24 16:54:00,573,announcement_count,503,withdrawal_count,46
update_count,2005-05-24 16:55:00,667,announcement_count,594,withdrawal_count,19
update_count,2005-05-24 16:56:00,573,announcement_count,530,withdrawal_count,19
update_count,2005-05-24 16:57:00,639,announcement_count,529,withdrawal_count,60
update_count,2005-05-24 16:58:00,219,announcement_count,159,withdrawal_count,32
update_count,2005-05-24 16:59:00,548,announcement_count,464,withdrawal_count,37
update_count,2005-05-24 17:00:00,557,announcement_count,507,withdrawal_count,26
update_count,2005-05-24 17:01:00,648,announcement_count,519,withdrawal_count,75
update_count,2005-05-24 17:02:00,1138,announcement_count,1044,withdrawal_count,67
update_count,2005-05-24 17:03:00,519,announcement_count,453,withdrawal_count,18
update_count,2005-05-24 17:04:00,468,announcement_count,382,withdrawal_count,54
update_count,2005-05-24 17:05:00,561,announcement_count,475,withdrawal_count,42
update_count,2005-05-24 17:06:00,524,announcement_count,464,withdrawal_count,36
update_count,2005-05-24 17:07:00,610,announcement_count,500,withdrawal_count,55
update_count,2005-05-24 17:08:00,570,announcement_count,496,withdrawal_count,52
update_count,2005-05-24 17:09:00,1108,announcement_count,909,withdrawal_count,147
update_count,2005-05-24 17:10:00,712,announcement_count,661,withdrawal_count,23
update_count,2005-05-24 17:11:00,803,announcement_count,720,withdrawal_count,39
update_count,2005-05-24 17:12:00,670,announcement_count,574,withdrawal_count,66
update_count,2005-05-24 17:13:00,743,announcement_count,653,withdrawal_count,42
update_count,2005-05-24 17:14:00,514,announcement_count,473,withdrawal_count,10
update_count,2005-05-24 17:15:00,659,announcement_count,563,withdrawal_count,46
update_count,2005-05-24 17:16:00,721,announcement_count,651,withdrawal_count,41
update_count,2005-05-24 17:17:00,634,announcement_count,552,withdrawal_count,34
update_count,2005-05-24 17:18:00,483,announcement_count,415,withdrawal_count,42
update_count,2005-05-24 17:19:00,266,announcement_count,182,withdrawal_count,38
update_count,2005-05-24 17:20:00,876,announcement_count,813,withdrawal_count,32
update_count,2005-05-24 17:21:00,658,announcement_count,564,withdrawal_count,44
update_count,2005-05-24 17:22:00,1203,announcement_count,1146,withdrawal_count,29
update_count,2005-05-24 17:23:00,1244,announcement_count,1155,withdrawal_count,42
update_count,2005-05-24 17:24:00,1755,announcement_count,1696,withdrawal_count,33
update_count,2005-05-24 17:25:00,1724,announcement_count,1645,withdrawal_count,29
update_count,2005-05-24 17:26:00,1436,announcement_count,1374,withdrawal_count,36
update_count,2005-05-24 17:27:00,430,announcement_count,372,withdrawal_count,7
update_count,2005-05-24 17:28:00,459,announcement_count,417,withdrawal_count,14
update_count,2005-05-24 17:29:00,501,announcement_count,440,withdrawal_count,13
update_count,2005-05-24 17:30:00,510,announcement_count,449,withdrawal_count,35
update_count,2005-05-24 17:31:00,648,announcement_count,552,withdrawal_count,44
update_count,2005-05-24 17:32:00,539,announcement_count,474,withdrawal_count,41
update_count,2005-05-24 17:33:00,611,announcement_count,552,withdrawal_count,18
update_count,2005-05-24 17:34:00,677,announcement_count,565,withdrawal_count,75
update_count,2005-05-24 17:35:00,556,announcement_count,496,withdrawal_count,27
update_count,2005-05-24 17:36:00,517,announcement_count,431,withdrawal_count,46
update_count,2005-05-24 17:37:00,825,announcement_count,773,withdrawal_count,20
update_count,2005-05-24 17:38:00,716,announcement_count,519,withdrawal_count,151
update_count,2005-05-24 17:39:00,724,announcement_count,641,withdrawal_count,57
update_count,2005-05-24 17:40:00,641,announcement_count,564,withdrawal_count,31
update_count,2005-05-24 17:41:00,558,announcement_count,503,withdrawal_count,27
update_count,2005-05-24 17:42:00,611,announcement_count,508,withdrawal_count,53
update_count,2005-05-24 17:43:00,881,announcement_count,815,withdrawal_count,38
update_count,2005-05-24 17:44:00,879,announcement_count,781,withdrawal_count,47
update_count,2005-05-24 17:45:00,930,announcement_count,846,withdrawal_count,54
update_count,2005-05-24 17:46:00,846,announcement_count,748,withdrawal_count,54
update_count,2005-05-24 17:47:00,554,announcement_count,497,withdrawal_count,25
update_count,2005-05-24 17:48:00,523,announcement_count,470,withdrawal_count,13
update_count,2005-05-24 17:49:00,785,announcement_count,712,withdrawal_count,41
update_count,2005-05-24 17:50:00,497,announcement_count,427,withdrawal_count,22
update_count,2005-05-24 17:51:00,509,announcement_count,471,withdrawal_count,8
update_count,2005-05-24 17:52:00,973,announcement_count,898,withdrawal_count,33
update_count,2005-05-24 17:53:00,902,announcement_count,829,withdrawal_count,39
update_count,2005-05-24 17:54:00,1393,announcement_count,1262,withdrawal_count,89
update_count,2005-05-24 17:55:00,765,announcement_count,716,withdrawal_count,16
update_count,2005-05-24 17:56:00,736,announcement_count,641,withdrawal_count,51
update_count,2005-05-24 17:57:00,545,announcement_count,470,withdrawal_count,39
update_count,2005-05-24 17:58:00,600,announcement_count,512,withdrawal_count,46
update_count,2005-05-24 17:59:00,653,announcement_count,562,withdrawal_count,62
update_count,2005-05-24 18:00:00,812,announcement_count,696,withdrawal_count,70
update_count,2005-05-24 18:01:00,451,announcement_count,378,withdrawal_count,47
update_count,2005-05-24 18:02:00,869,announcement_count,777,withdrawal_count,42
update_count,2005-05-24 18:03:00,474,announcement_count,426,withdrawal_count,24
update_count,2005-05-24 18:04:00,529,announcement_count,441,withdrawal_count,34
update_count,2005-05-24 18:05:00,617,announcement_count,577,withdrawal_count,15
update_count,2005-05-24 18:06:00,510,announcement_count,445,withdrawal_count,22
update_count,2005-05-24 18:07:00,530,announcement_count,485,withdrawal_count,11
update_count,2005-05-24 18:08:00,661,announcement_count,562,withdrawal_count,51
update_count,2005-05-24 18:09:00,521,announcement_count,472,withdrawal_count,22
update_count,2005-05-24 18:10:00,504,announcement_count,432,withdrawal_count,25
update_count,2005-05-24 18:11:00,656,announcement_count,561,withdrawal_count,65
update_count,2005-05-24 18:12:00,830,announcement_count,750,withdrawal_count,34
update_count,2005-05-24 18:13:00,544,announcement_count,493,withdrawal_count,19
update_count,2005-05-24 18:14:00,456,announcement_count,412,withdrawal_count,10
update_count,2005-05-24 18:15:00,623,announcement_count,537,withdrawal_count,47
update_count,2005-05-24 18:16:00,1140,announcement_count,1105,withdrawal_count,7
update_count,2005-05-24 18:17:00,624,announcement_count,542,withdrawal_count,33
update_count,2005-05-24 18:18:00,502,announcement_count,443,withdrawal_count,30
update_count,2005-05-24 18:19:00,937,announcement_count,842,withdrawal_count,48
update_count,2005-05-24 18:20:00,584,announcement_count,524,withdrawal_count,28
update_count,2005-05-24 18:21:00,976,announcement_count,904,withdrawal_count,29
update_count,2005-05-24 18:22:00,649,announcement_count,587,withdrawal_count,31
update_count,2005-05-24 18:23:00,588,announcement_count,490,withdrawal_count,53
update_count,2005-05-24 18:24:00,871,announcement_count,803,withdrawal_count,38
update_count,2005-05-24 18:25:00,622,announcement_count,546,withdrawal_count,25
update_count,2005-05-24 18:26:00,528,announcement_count,452,withdrawal_count,49
update_count,2005-05-24 18:27:00,467,announcement_count,390,withdrawal_count,31
update_count,2005-05-24 18:28:00,488,announcement_count,444,withdrawal_count,15
update_count,2005-05-24 18:29:00,698,announcement_count,621,withdrawal_count,26
update_count,2005-05-24 18:30:00,716,announcement_count,594,withdrawal_count,95
update_count,2005-05-24 18:31:00,668,announcement_count,599,withdrawal_count,27
update_count,2005-05-24 18:32:00,1056,announcement_count,991,withdrawal_count,29
update_count,2005-05-24 18:33:00,692,announcement_count,583,withdrawal_count,62
update_count,2005-05-24 18:34:00,485,announcement_count,419,withdrawal_count,42
update_count,2005-05-24 18:35:00,825,announcement_count,751,withdrawal_count,20
update_count,2005-05-24 18:36:00,770,announcement_count,712,withdrawal_count,34
update_count,2005-05-24 18:37:00,581,announcement_count,508,withdrawal_count,25
update_count,2005-05-24 18:38:00,626,announcement_count,524,withdrawal_count,70
update_count,2005-05-24 18:39:00,674,announcement_count,598,withdrawal_count,36
update_count,2005-05-24 18:40:00,537,announcement_count,484,withdrawal_count,23
update_count,2005-05-24 18:41:00,645,announcement_count,548,withdrawal_count,47
update_count,2005-05-24 18:42:00,634,announcement_count,578,withdrawal_count,30
update_count,2005-05-24 18:43:00,509,announcement_count,437,withdrawal_count,21
update_count,2005-05-24 18:44:00,577,announcement_count,524,withdrawal_count,27
update_count,2005-05-24 18:45:00,911,announcement_count,813,withdrawal_count,50
update_count,2005-05-24 18:46:00,563,announcement_count,516,withdrawal_count,17
update_count,2005-05-24 18:47:00,517,announcement_count,456,withdrawal_count,17
update_count,2005-05-24 18:48:00,533,announcement_count,469,withdrawal_count,33
update_count,2005-05-24 18:49:00,568,announcement_count,472,withdrawal_count,48
update_count,2005-05-24 18:50:00,532,announcement_count,467,withdrawal_count,41
update_count,2005-05-24 18:51:00,1047,announcement_count,956,withdrawal_count,39
update_count,2005-05-24 18:52:00,487,announcement_count,448,withdrawal_count,10
update_count,2005-05-24 18:53:00,515,announcement_count,430,withdrawal_count,37
update_count,2005-05-24 18:54:00,614,announcement_count,535,withdrawal_count,51
update_count,2005-05-24 18:55:00,594,announcement_count,481,withdrawal_count,74
update_count,2005-05-24 18:56:00,815,announcement_count,760,withdrawal_count,15
update_count,2005-05-24 18:57:00,677,announcement_count,588,withdrawal_count,63
update_count,2005-05-24 18:58:00,582,announcement_count,499,withdrawal_count,37
update_count,2005-05-24 18:59:00,515,announcement_count,473,withdrawal_count,12
update_count,2005-05-24 19:00:00,645,announcement_count,564,withdrawal_count,35
update_count,2005-05-24 19:01:00,644,announcement_count,575,withdrawal_count,43
update_count,2005-05-24 19:02:00,556,announcement_count,475,withdrawal_count,29
update_count,2005-05-24 19:03:00,559,announcement_count,477,withdrawal_count,54
update_count,2005-05-24 19:04:00,559,announcement_count,452,withdrawal_count,58
update_count,2005-05-24 19:05:00,532,announcement_count,476,withdrawal_count,32
update_count,2005-05-24 19:06:00,1082,announcement_count,976,withdrawal_count,52
update_count,2005-05-24 19:07:00,489,announcement_count,445,withdrawal_count,20
update_count,2005-05-24 19:08:00,536,announcement_count,441,withdrawal_count,45
update_count,2005-05-24 19:09:00,589,announcement_count,535,withdrawal_count,26
update_count,2005-05-24 19:10:00,7817,announcement_count,7732,withdrawal_count,39
update_count,2005-05-24 19:11:00,5143,announcement_count,5030,withdrawal_count,85
update_count,2005-05-24 19:12:00,399,announcement_count,274,withdrawal_count,76
update_count,2005-05-24 19:13:00,526,announcement_count,479,withdrawal_count,21
update_count,2005-05-24 19:14:00,733,announcement_count,668,withdrawal_count,17
update_count,2005-05-24 19:15:00,3171,announcement_count,3120,withdrawal_count,16
update_count,2005-05-24 19:16:00,1930,announcement_count,1711,withdrawal_count,177
update_count,2005-05-24 19:17:00,936,announcement_count,715,withdrawal_count,193
update_count,2005-05-24 19:18:00,854,announcement_count,730,withdrawal_count,76
update_count,2005-05-24 19:19:00,1099,announcement_count,999,withdrawal_count,71
update_count,2005-05-24 19:20:00,673,announcement_count,600,withdrawal_count,21
update_count,2005-05-24 19:21:00,580,announcement_count,530,withdrawal_count,24
update_count,2005-05-24 19:22:00,658,announcement_count,592,withdrawal_count,22
update_count,2005-05-24 19:23:00,851,announcement_count,791,withdrawal_count,30
update_count,2005-05-24 19:24:00,546,announcement_count,473,withdrawal_count,22
update_count,2005-05-24 19:25:00,596,announcement_count,551,withdrawal_count,17
update_count,2005-05-24 19:26:00,1969,announcement_count,1880,withdrawal_count,39
update_count,2005-05-24 19:27:00,2217,announcement_count,2172,withdrawal_count,16
update_count,2005-05-24 19:28:00,420,announcement_count,360,withdrawal_count,18
update_count,2005-05-24 19:29:00,3858,announcement_count,3810,withdrawal_count,18
update_count,2005-05-24 19:30:00,1995,announcement_count,1904,withdrawal_count,43
update_count,2005-05-24 19:31:00,1375,announcement_count,1223,withdrawal_count,121
update_count,2005-05-24 19:32:00,1596,announcement_count,1232,withdrawal_count,316
update_count,2005-05-24 19:33:00,826,announcement_count,758,withdrawal_count,37
update_count,2005-05-24 19:34:00,682,announcement_count,581,withdrawal_count,55
update_count,2005-05-24 19:35:00,579,announcement_count,520,withdrawal_count,31
update_count,2005-05-24 19:36:00,2347,announcement_count,2138,withdrawal_count,170
update_count,2005-05-24 19:37:00,3749,announcement_count,3584,withdrawal_count,127
update_count,2005-05-24 19:38:00,1065,announcement_count,942,withdrawal_count,91
update_count,2005-05-24 19:39:00,3036,announcement_count,2866,withdrawal_count,126
update_count,2005-05-24 19:40:00,684,announcement_count,546,withdrawal_count,106
update_count,2005-05-24 19:41:00,549,announcement_count,445,withdrawal_count,58
update_count,2005-05-24 19:42:00,837,announcement_count,789,withdrawal_count,16
update_count,2005-05-24 19:43:00,481,announcement_count,431,withdrawal_count,6
update_count,2005-05-24 19:44:00,505,announcement_count,459,withdrawal_count,20
update_count,2005-05-24 19:45:00,626,announcement_count,528,withdrawal_count,47
update_count,2005-05-24 19:46:00,874,announcement_count,822,withdrawal_count,28
update_count,2005-05-24 19:47:00,692,announcement_count,599,withdrawal_count,38
update_count,2005-05-24 19:48:00,535,announcement_count,470,withdrawal_count,39
update_count,2005-05-24 19:49:00,532,announcement_count,439,withdrawal_count,47
update_count,2005-05-24 19:50:00,542,announcement_count,495,withdrawal_count,19
update_count,2005-05-24 19:51:00,243,announcement_count,174,withdrawal_count,20
update_count,2005-05-24 19:52:00,501,announcement_count,459,withdrawal_count,12
update_count,2005-05-24 19:53:00,530,announcement_count,444,withdrawal_count,42
update_count,2005-05-24 19:54:00,861,announcement_count,801,withdrawal_count,30
update_count,2005-05-24 19:55:00,525,announcement_count,445,withdrawal_count,32
update_count,2005-05-24 19:56:00,312,announcement_count,219,withdrawal_count,65
update_count,2005-05-24 19:57:00,545,announcement_count,480,withdrawal_count,21
update_count,2005-05-24 19:58:00,484,announcement_count,422,withdrawal_count,32
update_count,2005-05-24 19:59:00,608,announcement_count,535,withdrawal_count,25
update_count,2005-05-24 20:00:00,1596,announcement_count,1206,withdrawal_count,362
update_count,2005-05-24 20:01:00,1131,announcement_count,854,withdrawal_count,233
update_count,2005-05-24 20:02:00,824,announcement_count,683,withdrawal_count,104
update_count,2005-05-24 20:03:00,957,announcement_count,856,withdrawal_count,57
update_count,2005-05-24 20:04:00,605,announcement_count,494,withdrawal_count,82
update_count,2005-05-24 20:05:00,570,announcement_count,509,withdrawal_count,13
update_count,2005-05-24 20:06:00,437,announcement_count,396,withdrawal_count,13
update_count,2005-05-24 20:07:00,482,announcement_count,408,withdrawal_count,24
update_count,2005-05-24 20:08:00,1075,announcement_count,989,withdrawal_count,56
update_count,2005-05-24 20:09:00,739,announcement_count,671,withdrawal_count,22
update_count,2005-05-24 20:10:00,1014,announcement_count,927,withdrawal_count,56
update_count,2005-05-24 20:11:00,1316,announcement_count,1188,withdrawal_count,84
update_count,2005-05-24 20:12:00,645,announcement_count,514,withdrawal_count,101
update_count,2005-05-24 20:13:00,771,announcement_count,686,withdrawal_count,37
update_count,2005-05-24 20:14:00,2717,announcement_count,2638,withdrawal_count,53
update_count,2005-05-24 20:15:00,3101,announcement_count,3019,withdrawal_count,44
update_count,2005-05-24 20:16:00,1544,announcement_count,1446,withdrawal_count,59
update_count,2005-05-24 20:17:00,1636,announcement_count,1562,withdrawal_count,46
update_count,2005-05-24 20:18:00,2393,announcement_count,2318,withdrawal_count,23
update_count,2005-05-24 20:19:00,547,announcement_count,469,withdrawal_count,54
update_count,2005-05-24 20:20:00,707,announcement_count,641,withdrawal_count,20
update_count,2005-05-24 20:21:00,487,announcement_count,436,withdrawal_count,18
update_count,2005-05-24 20:22:00,544,announcement_count,453,withdrawal_count,47
update_count,2005-05-24 20:23:00,1154,announcement_count,1103,withdrawal_count,17
update_count,2005-05-24 20:24:00,2837,announcement_count,2783,withdrawal_count,12
update_count,2005-05-24 20:25:00,615,announcement_count,556,withdrawal_count,33
update_count,2005-05-24 20:26:00,24300,announcement_count,24229,withdrawal_count,18
update_count,2005-05-24 20:27:00,12630,announcement_count,12585,withdrawal_count,17
update_count,2005-05-24 20:28:00,531,announcement_count,457,withdrawal_count,26
update_count,2005-05-24 20:29:00,552,announcement_count,513,withdrawal_count,13
update_count,2005-05-24 20:30:00,620,announcement_count,495,withdrawal_count,77
update_count,2005-05-24 20:31:00,621,announcement_count,551,withdrawal_count,42
update_count,2005-05-24 20:32:00,877,announcement_count,812,withdrawal_count,18
update_count,2005-05-24 20:33:00,886,announcement_count,808,withdrawal_count,46
update_count,2005-05-24 20:34:00,505,announcement_count,427,withdrawal_count,34
update_count,2005-05-24 20:35:00,548,announcement_count,470,withdrawal_count,50
update_count,2005-05-24 20:36:00,213,announcement_count,154,withdrawal_count,13
update_count,2005-05-24 20:37:00,499,announcement_count,434,withdrawal_count,32
update_count,2005-05-24 20:38:00,448,announcement_count,389,withdrawal_count,13
update_count,2005-05-24 20:39:00,489,announcement_count,439,withdrawal_count,18
update_count,2005-05-24 20:40:00,581,announcement_count,509,withdrawal_count,28
update_count,2005-05-24 20:41:00,537,announcement_count,471,withdrawal_count,32
update_count,2005-05-24 20:42:00,581,announcement_count,501,withdrawal_count,36
